Date,Close,Close_Scaled
2020-05-04,425.871,0.03587163904621837
2020-05-05,429.392,0.041144633705832434
2020-05-06,427.543,0.038375600156946854
2020-05-07,439.919,0.056909704646405324
2020-05-08,441.138,0.05873526002557872
2020-05-09,441.138,0.05873526002557872
2020-05-10,441.138,0.05873526002557872
2020-05-11,436.147,0.0512608163033027
2020-05-12,401.918,0.0
2020-05-13,429.67,0.041560962168022964
2020-05-14,440.648,0.058001443671358066
2020-05-15,454.382,0.0785692677710852
2020-05-16,454.382,0.0785692677710852
2020-05-17,454.382,0.0785692677710852
2020-05-18,456.766,0.08213950897202815
2020-05-19,443.29,0.06195806164656403
2020-05-20,449.964,0.0719529399079285
2020-05-21,449.751,0.07163395443150189
2020-05-22,454.003,0.07800168328486146
2020-05-23,454.003,0.07800168328486146
2020-05-24,454.003,0.07800168328486146
2020-05-25,454.003,0.07800168328486146
2020-05-26,463.123,0.09165965297974366
2020-05-27,474.414,0.10856887839914209
2020-05-28,474.802,0.10914994114493326
2020-05-29,467.558,0.09830143977763861
2020-05-30,467.558,0.09830143977763861
2020-05-31,467.558,0.09830143977763861
2020-06-01,476.042,0.11100694579643022
2020-06-02,478.785,0.11511481979566962
2020-06-03,484.432,0.12357167888196341
2020-06-04,486.318,0.12639612305351466
2020-06-05,495.502,0.1401499381497644
2020-06-06,495.502,0.1401499381497644
2020-06-07,495.502,0.1401499381497644
2020-06-08,496.214,0.14121621823997887
2020-06-09,496.881,0.14221510703235674
2020-06-10,496.881,0.14221510703235674
2020-06-11,467.623,0.09839878276340253
2020-06-12,469.249,0.10083385499189801
2020-06-13,469.249,0.10083385499189801
2020-06-14,469.249,0.10083385499189801
2020-06-15,483.501,0.12217742780894414
2020-06-16,490.06,0.13200008386472617
2020-06-17,494.366,0.13844868227548957
2020-06-18,495.727,0.14048689463894726
2020-06-19,494.485,0.13862689481865753
2020-06-20,494.485,0.13862689481865753
2020-06-21,494.485,0.13862689481865753
2020-06-22,492.565,0.13575153277762964
2020-06-23,493.829,0.13764447945463965
2020-06-24,479.507,0.11619607572984769
2020-06-25,486.993,0.12740699252106347
2020-06-26,476.216,0.11126752548139851
2020-06-27,476.216,0.11126752548139851
2020-06-28,476.216,0.11126752548139851
2020-06-29,474.443,0.10861230834663682
2020-06-30,484.442,0.123586654725927
2020-07-01,484.654,0.12390414261795724
2020-07-02,491.28,0.13382713682829583
2020-07-03,491.28,0.13382713682829583
2020-07-04,491.28,0.13382713682829583
2020-07-05,491.28,0.13382713682829583
2020-07-06,496.418,0.14152172545683805
2020-07-07,489.015,0.13043510817052084
2020-07-08,496.473,0.14160409259863838
2020-07-09,489.191,0.13069868302428178
2020-07-10,493.322,0.13688520416568073
2020-07-11,493.322,0.13688520416568073
2020-07-12,493.322,0.13688520416568073
2020-07-13,491.964,0.13485148455541207
2020-07-14,499.784,0.14656259453501497
2020-07-15,506.251,0.156247472826331
2020-07-16,504.801,0.15407597545159646
2020-07-17,523.284,0.18175582784967836
2020-07-18,523.284,0.18175582784967836
2020-07-19,523.284,0.18175582784967836
2020-07-20,516.065,0.17094476609229314
2020-07-21,516.415,0.17146892063102204
2020-07-22,518.653,0.17482051451009517
2020-07-23,514.753,0.16897993536425748
2020-07-24,508.052,0.15894462232419104
2020-07-25,508.052,0.15894462232419104
2020-07-26,508.052,0.15894462232419104
2020-07-27,512.26,0.16524645746411037
2020-07-28,508.126,0.15905544356952228
2020-07-29,514.271,0.16825809968520766
2020-07-30,510.252,0.16223930799620212
2020-07-31,511.972,0.16481515315795614
2020-08-01,511.972,0.16481515315795614
2020-08-02,511.972,0.16481515315795614
2020-08-03,516.371,0.1714030269175819
2020-08-04,508.432,0.15951370439481116
2020-08-05,518.329,0.17433529716567164
2020-08-06,518.394,0.17443264015143567
2020-08-07,523.715,0.1824012867245134
